Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
20232_32040_10269_DIA,FUNDAMENTOS DE MERCADEO_DIA(20232),20232_32040_10269_DIA,20232_32040,FUNDAMENTOS DE MERCADEO_DIA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 4,20232_32040_4,20232_32040,20232_17
20232_32040_10385_TEOR NOCHE,TEORIA DE LAS ORGANIZACIONES_TEOR NOCHE(20232),20232_32040_10385_TEOR NOCHE,20232_32040,TEORIA DE LAS ORGANIZACIONES_TEOR NOCHE(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 2,20232_32040_2,20232_32040,20232_17
20232_32040_10390_DERECHO NOCHE,DERECHO CONSTITUCIONAL Y ADMINISTRATIVO_DERECHO NOCHE(20232),20232_32040_10390_DERECHO NOCHE,20232_32040,DERECHO CONSTITUCIONAL Y ADMINISTRATIVO_DERECHO NOCHE(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 3,20232_32040_3,20232_32040,20232_17
20232_32040_10269_NOCHE,FUNDAMENTOS DE MERCADEO_NOCHE(20232),20232_32040_10269_NOCHE,20232_32040,FUNDAMENTOS DE MERCADEO_NOCHE(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 4,20232_32040_4,20232_32040,20232_17
20232_32040_10384_RESPO NOCHE,RESPONSABILIDAD SOCIAL ORGANIZACIONAL_RESPO NOCHE(20232),20232_32040_10384_RESPO NOCHE,20232_32040,RESPONSABILIDAD SOCIAL ORGANIZACIONAL_RESPO NOCHE(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 2,20232_32040_2,20232_32040,20232_17
20232_32040_10438_DIA,PRACTICA DE RESP. SOCIAL UNIVERSITARIA_DIA(20232),20232_32040_10438_DIA,20232_32040,PRACTICA DE RESP. SOCIAL UNIVERSITARIA_DIA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 6,20232_32040_6,20232_32040,20232_17
20232_32040_10395_DIA,INGENIERÍA ECONÓMICA_DIA(20232),20232_32040_10395_DIA,20232_32040,INGENIERÍA ECONÓMICA_DIA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/ADMINISTRACION DE EMPRESAS JORNADA MIXTA/NIVEL 5,20232_32040_5,20232_32040,20232_17
20232_31002_30433_TEORIA COM,TEORÍA DE LA COMUNICACIÓN _TEORIA COM(20232),20232_31002_30433_TEORIA COM,20232_31002,TEORÍA DE LA COMUNICACIÓN _TEORIA COM(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA ELECTRONICA JORNADA MIXTA/NIVEL 6,20232_31002_6,20232_31002,20232_18
20232_31002_12901_TRANSMISIÓN ,TRANSMISION DE DATOS_TRANSMISIÓN (20232),20232_31002_12901_TRANSMISIÓN ,20232_31002,TRANSMISION DE DATOS_TRANSMISIÓN (20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA ELECTRONICA JORNADA MIXTA/NIVEL 8,20232_31002_8,20232_31002,20232_18
20232_31002_99256_SIS MEDICIÓN ,SISTEMAS DE MEDICIÓN_SIS MEDICIÓN (20232),20232_31002_99256_SIS MEDICIÓN ,20232_31002,SISTEMAS DE MEDICIÓN_SIS MEDICIÓN (20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA ELECTRONICA JORNADA MIXTA/NIVEL 10,20232_31002_10,20232_31002,20232_18
20232_31002_30410_PROGAMACIÓN,PROGRAMACIÓN_PROGAMACIÓN(20232),20232_31002_30410_PROGAMACIÓN,20232_31002,PROGRAMACIÓN_PROGAMACIÓN(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA ELECTRONICA JORNADA MIXTA/NIVEL 5,20232_31002_5,20232_31002,20232_18
20232_30001_15061_AMB,ECOLOGIA amb_AMB(20232),20232_30001_15061_AMB,20232_30001,ECOLOGIA amb_AMB(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 2,20232_30001_2,20232_30001,20232_12
20232_30001_11711_IND-A,QUIMICA GENERAL_IND-A(20232),20232_30001_11711_IND-A,20232_30001,QUIMICA GENERAL_IND-A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 1,20232_30001_1,20232_30001,20232_12
20232_30001_96115_IND-A,CALCULO VECTORIAL_IND-A(20232),20232_30001_96115_IND-A,20232_30001,CALCULO VECTORIAL_IND-A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 3,20232_30001_3,20232_30001,20232_12
20232_30001_96161_SIS-A,ELECTRICIDAD Y MAGNETISMO_SIS-A(20232),20232_30001_96161_SIS-A,20232_30001,ELECTRICIDAD Y MAGNETISMO_SIS-A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 4,20232_30001_4,20232_30001,20232_12
20232_30001_10302_ADM-CONTN,ESTADISTICA II adm_ADM-CONTN(20232),20232_30001_10302_ADM-CONTN,20232_30001,ESTADISTICA II adm_ADM-CONTN(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 5,20232_30001_5,20232_30001,20232_12
20232_30001_10665_MEC,ECUACIONES DIFERENCIALES amb_MEC(20232),20232_30001_10665_MEC,20232_30001,ECUACIONES DIFERENCIALES amb_MEC(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 4,20232_30001_4,20232_30001,20232_12
20232_30001_30441_ARQ-D,GEOMETRÍA PLANA Y DEL ESPACIO_ARQ-D(20232),20232_30001_30441_ARQ-D,20232_30001,GEOMETRÍA PLANA Y DEL ESPACIO_ARQ-D(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 1,20232_30001_1,20232_30001,20232_12
20232_30001_13984_NEG-B,MATEMATICA FINANCIERA PARA N.I._NEG-B(20232),20232_30001_13984_NEG-B,20232_30001,MATEMATICA FINANCIERA PARA N.I._NEG-B(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 3,20232_30001_3,20232_30001,20232_12
20232_30001_99202_CULF-A,FUNDAMENTOS DE BIOLOGIA_CULF-A(20232),20232_30001_99202_CULF-A,20232_30001,FUNDAMENTOS DE BIOLOGIA_CULF-A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE CIENCIAS BASICAS - TUNJA JORNADA MIXTA/NIVEL 1,20232_30001_1,20232_30001,20232_12
20232_31062_47911_NOCHE,TRIBUTARIA I_NOCHE(20232),20232_31062_47911_NOCHE,20232_31062,TRIBUTARIA I_NOCHE(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/CONTADURIA PUBLICA JORNADA MIXTA/NIVEL 5,20232_31062_5,20232_31062,20232_17
20232_31062_47927_CURSOS Y SEMINARIOS,OPCION DE GRADO_CURSOS Y SEMINARIOS(20232),20232_31062_47927_CURSOS Y SEMINARIOS,20232_31062,OPCION DE GRADO_CURSOS Y SEMINARIOS(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/CONTADURIA PUBLICA JORNADA MIXTA/NIVEL 9,20232_31062_9,20232_31062,20232_17
20232_31062_47903_DIA,CONTABILIDAD FINANCIERA INTERMEDIA_DIA(20232),20232_31062_47903_DIA,20232_31062,CONTABILIDAD FINANCIERA INTERMEDIA_DIA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/CONTADURIA PUBLICA JORNADA MIXTA/NIVEL 3,20232_31062_3,20232_31062,20232_17
20232_31062_62364_NOCHE,COSTOS Y SISTEMAS DE GESTIÓN_NOCHE(20232),20232_31062_62364_NOCHE,20232_31062,COSTOS Y SISTEMAS DE GESTIÓN_NOCHE(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/CONTADURIA PUBLICA JORNADA MIXTA/NIVEL 9,20232_31062_9,20232_31062,20232_17
20232_31062_47907_DIA,CONTABILIDAD FINANCIERA AVANZADA_DIA(20232),20232_31062_47907_DIA,20232_31062,CONTABILIDAD FINANCIERA AVANZADA_DIA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/CONTADURIA PUBLICA JORNADA MIXTA/NIVEL 4,20232_31062_4,20232_31062,20232_17
20232_31062_62350_NOCHE,REVISORIA FISCAL_NOCHE(20232),20232_31062_62350_NOCHE,20232_31062,REVISORIA FISCAL_NOCHE(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/CONTADURIA PUBLICA JORNADA MIXTA/NIVEL 9,20232_31062_9,20232_31062,20232_17
20232_31062_62359_NOCHE,COMBINACIÓN DE NEGOCIOS Y COMERCIO INTERNACIONAL_NOCHE(20232),20232_31062_62359_NOCHE,20232_31062,COMBINACIÓN DE NEGOCIOS Y COMERCIO INTERNACIONAL_NOCHE(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/CONTADURIA PUBLICA JORNADA MIXTA/NIVEL 9,20232_31062_9,20232_31062,20232_17
20232_33052_23501_NEGA,ADMINISTRACION Y PROCESOS_NEGA(20232),20232_33052_23501_NEGA,20232_33052,ADMINISTRACION Y PROCESOS_NEGA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 2,20232_33052_2,20232_33052,20232_17
20232_33052_29691_NEGC,ANALISIS FINANCIERO_NEGC(20232),20232_33052_29691_NEGC,20232_33052,ANALISIS FINANCIERO_NEGC(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 4,20232_33052_4,20232_33052,20232_17
20232_33052_29691_NEGB,ANALISIS FINANCIERO_NEGB(20232),20232_33052_29691_NEGB,20232_33052,ANALISIS FINANCIERO_NEGB(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 4,20232_33052_4,20232_33052,20232_17
20232_33052_13986_NEGA,LOGÍSTICA Y DFI_NEGA(20232),20232_33052_13986_NEGA,20232_33052,LOGÍSTICA Y DFI_NEGA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 4,20232_33052_4,20232_33052,20232_17
20232_33052_23504_NEGA,COMERCIO INTERNACIONAL_NEGA(20232),20232_33052_23504_NEGA,20232_33052,COMERCIO INTERNACIONAL_NEGA(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 2,20232_33052_2,20232_33052,20232_17
20232_33052_13983_NEGB,MACROECONOMÍA_NEGB(20232),20232_33052_13983_NEGB,20232_33052,MACROECONOMÍA_NEGB(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 3,20232_33052_3,20232_33052,20232_17
20232_33052_13986_NEGC,LOGÍSTICA Y DFI_NEGC(20232),20232_33052_13986_NEGC,20232_33052,LOGÍSTICA Y DFI_NEGC(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 4,20232_33052_4,20232_33052,20232_17
20232_33052_10696_NEGAB2,HABILIDADES BLANDAS PARA UN NEGOCIADOR INTERNACIONAL_NEGAB2(20232),20232_33052_10696_NEGAB2,20232_33052,HABILIDADES BLANDAS PARA UN NEGOCIADOR INTERNACIONAL_NEGAB2(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 3,20232_33052_3,20232_33052,20232_17
20232_33052_23505_NEGB,CONTABILIDAD EMPRESARIAL_NEGB(20232),20232_33052_23505_NEGB,20232_33052,CONTABILIDAD EMPRESARIAL_NEGB(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 2,20232_33052_2,20232_33052,20232_17
20232_33052_13986_NEGB,LOGÍSTICA Y DFI_NEGB(20232),20232_33052_13986_NEGB,20232_33052,LOGÍSTICA Y DFI_NEGB(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 4,20232_33052_4,20232_33052,20232_17
20232_31007_47749_INV-OPER-I-A,INVESTIGACIÓN DE OPERACIONES I_INV-OPER-I-A(20232),20232_31007_47749_INV-OPER-I-A,20232_31007,INVESTIGACIÓN DE OPERACIONES I_INV-OPER-I-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 6,20232_31007_6,20232_31007,20232_18
20232_31007_47747_GEST-PROD-B,GESTION DE LA PRODUCCION_GEST-PROD-B(20232),20232_31007_47747_GEST-PROD-B,20232_31007,GESTION DE LA PRODUCCION_GEST-PROD-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 6,20232_31007_6,20232_31007,20232_18
20232_31007_30640_GEST-PRO-TUR-A,GESTIÓN DE PROYECTOS TURÍSTICOS_GEST-PRO-TUR-A(20232),20232_31007_30640_GEST-PRO-TUR-A,20232_31007,GESTIÓN DE PROYECTOS TURÍSTICOS_GEST-PRO-TUR-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 8,20232_31007_8,20232_31007,20232_18
20232_31007_47740_PROC-INDU-A,PROCESOS INDUSTRIALES_PROC-INDU-A(20232),20232_31007_47740_PROC-INDU-A,20232_31007,PROCESOS INDUSTRIALES_PROC-INDU-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 4,20232_31007_4,20232_31007,20232_18
20232_31007_47723_FUND-ECO-B,FUNDAMENTOS DE ECONOMÍA_FUND-ECO-B(20232),20232_31007_47723_FUND-ECO-B,20232_31007,FUNDAMENTOS DE ECONOMÍA_FUND-ECO-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 4,20232_31007_4,20232_31007,20232_18
20232_31010_15029_LEGAMB,LEGISLACION AMBIENTAL_LEGAMB(20232),20232_31010_15029_LEGAMB,20232_31010,LEGISLACION AMBIENTAL_LEGAMB(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA AMBIENTAL JORNADA MIXTA/NIVEL 6,20232_31010_6,20232_31010,20232_18
20232_31008_45332_MANT-Y-MONT,CÁTEDRA OPCIONAL_MANT-Y-MONT(20232),20232_31008_45332_MANT-Y-MONT,20232_31008,CÁTEDRA OPCIONAL_MANT-Y-MONT(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 9,20232_31008_9,20232_31008,20232_18
20232_31008_30400_ELEM-FIN,ELEMENTOS FINITOS_ELEM-FIN(20232),20232_31008_30400_ELEM-FIN,20232_31008,ELEMENTOS FINITOS_ELEM-FIN(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 8,20232_31008_8,20232_31008,20232_18
20232_31008_30355_DINAM-A,DINÁMICA_DINAM-A(20232),20232_31008_30355_DINAM-A,20232_31008,DINÁMICA_DINAM-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 4,20232_31008_4,20232_31008,20232_18
20232_31008_30374_TRAB-GRADO-B,TRABAJO DE GRADO_TRAB-GRADO-B(20232),20232_31008_30374_TRAB-GRADO-B,20232_31008,TRABAJO DE GRADO_TRAB-GRADO-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 10,20232_31008_10,20232_31008,20232_18
20232_31008_30579_PROT-DISP,PROTOTIPADO DE DISPOSITIVOS_PROT-DISP(20232),20232_31008_30579_PROT-DISP,20232_31008,PROTOTIPADO DE DISPOSITIVOS_PROT-DISP(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 9,20232_31008_9,20232_31008,20232_18
20232_31008_30350_CIEN-MATE-A,CIENCIA DE LOS MATERIALES_CIEN-MATE-A(20232),20232_31008_30350_CIEN-MATE-A,20232_31008,CIENCIA DE LOS MATERIALES_CIEN-MATE-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 2,20232_31008_2,20232_31008,20232_18
20232_31008_30120_MEC-FLU,MECANICA DE FLUIDOS_MEC-FLU(20232),20232_31008_30120_MEC-FLU,20232_31008,MECANICA DE FLUIDOS_MEC-FLU(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 5,20232_31008_5,20232_31008,20232_18
20232_31008_99022_INTRO-ING,INTRODUCCION A LA INGENIERIA_INTRO-ING(20232),20232_31008_99022_INTRO-ING,20232_31008,INTRODUCCION A LA INGENIERIA_INTRO-ING(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 1,20232_31008_1,20232_31008,20232_18
20232_31008_30355_DINAM-B,DINÁMICA_DINAM-B(20232),20232_31008_30355_DINAM-B,20232_31008,DINÁMICA_DINAM-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 4,20232_31008_4,20232_31008,20232_18
20232_31008_30369_INSTR-AUTO,INSTRUMENTACIÓN Y ATOMATIZACIÓN_INSTR-AUTO(20232),20232_31008_30369_INSTR-AUTO,20232_31008,INSTRUMENTACIÓN Y ATOMATIZACIÓN_INSTR-AUTO(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 8,20232_31008_8,20232_31008,20232_18
20232_32090_32123_FRANC INTER,FRANCÉS INTERMEDIO_FRANC INTER(20232),20232_32090_32123_FRANC INTER,20232_32090,FRANCÉS INTERMEDIO_FRANC INTER(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 5,20232_32090_5,20232_32090,20232_35
20232_32090_32121_INGL PREIN,INGLÉS INTERMEDIO_INGL PREIN(20232),20232_32090_32121_INGL PREIN,20232_32090,INGLÉS INTERMEDIO_INGL PREIN(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 5,20232_32090_5,20232_32090,20232_35
20232_32090_32108_FONET Y FONO-A,FONÉTICA Y FONOLOGÍA DEL INGLÉS_FONET Y FONO-A(20232),20232_32090_32108_FONET Y FONO-A,20232_32090,FONÉTICA Y FONOLOGÍA DEL INGLÉS_FONET Y FONO-A(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
20232_32090_32092_INGL 1-C,INGLES BÁSICO I_INGL 1-C(20232),20232_32090_32092_INGL 1-C,20232_32090,INGLES BÁSICO I_INGL 1-C(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 1,20232_32090_1,20232_32090,20232_35
20232_32090_32108_FONET Y FONO-B,FONÉTICA Y FONOLOGÍA DEL INGLÉS_FONET Y FONO-B(20232),20232_32090_32108_FONET Y FONO-B,20232_32090,FONÉTICA Y FONOLOGÍA DEL INGLÉS_FONET Y FONO-B(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
20232_32090_32115_INGL PRE-B,INGLÉS PREINTERMEDIO_INGL PRE-B(20232),20232_32090_32115_INGL PRE-B,20232_32090,INGLÉS PREINTERMEDIO_INGL PRE-B(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 4,20232_32090_4,20232_32090,20232_35
20232_32090_32106_PRAGMAL-A,PRAGMALINGÜÍSTICA_PRAGMAL-A(20232),20232_32090_32106_PRAGMAL-A,20232_32090,PRAGMALINGÜÍSTICA_PRAGMAL-A(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
20232_32090_32097_LITEUN-C,LITERATURA UNIVERSAL_LITEUN-C(20232),20232_32090_32097_LITEUN-C,20232_32090,LITERATURA UNIVERSAL_LITEUN-C(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 2,20232_32090_2,20232_32090,20232_35
20232_32090_32106_PRAGMAL-B,PRAGMALINGÜÍSTICA_PRAGMAL-B(20232),20232_32090_32106_PRAGMAL-B,20232_32090,PRAGMALINGÜÍSTICA_PRAGMAL-B(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
20232_31005_96300_ARQPC-A,ARQUITECTURA DEL COMPUTADOR_ARQPC-A(20232),20232_31005_96300_ARQPC-A,20232_31005,ARQUITECTURA DEL COMPUTADOR_ARQPC-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 4,20232_31005_4,20232_31005,20232_18
20232_31005_96500_BASDAT-A,BASES DE DATOS_BASDAT-A(20232),20232_31005_96500_BASDAT-A,20232_31005,BASES DE DATOS_BASDAT-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 2,20232_31005_2,20232_31005,20232_18
20232_31005_41154_IA,INTELIGENCIA ARTIFICIAL_IA(20232),20232_31005_41154_IA,20232_31005,INTELIGENCIA ARTIFICIAL_IA(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 7,20232_31005_7,20232_31005,20232_18
20232_31005_95602_OPTIM,OPTIMIZACION_OPTIM(20232),20232_31005_95602_OPTIM,20232_31005,OPTIMIZACION_OPTIM(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 6,20232_31005_6,20232_31005,20232_18
20232_31005_41158_MACHINE LEARN,MACHINE LEARNING_MACHINE LEARN(20232),20232_31005_41158_MACHINE LEARN,20232_31005,MACHINE LEARNING_MACHINE LEARN(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 9,20232_31005_9,20232_31005,20232_18
20232_31009_30564_METODO INV,METODOLOGIAS Y METODOS DE INVESTIGACION _METODO INV(20232),20232_31009_30564_METODO INV,20232_31009,METODOLOGIAS Y METODOS DE INVESTIGACION _METODO INV(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 2,20232_31009_2,20232_31009,20232_35
20232_31009_30610_TEND Y MERC,TENDENCIAS Y MERCADOS_TEND Y MERC(20232),20232_31009_30610_TEND Y MERC,20232_31009,TENDENCIAS Y MERCADOS_TEND Y MERC(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 5,20232_31009_5,20232_31009,20232_35
20232_31009_30563_HISTO DISÑ,HISTORIA DEL DISEÑO_HISTO DISÑ(20232),20232_31009_30563_HISTO DISÑ,20232_31009,HISTORIA DEL DISEÑO_HISTO DISÑ(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 2,20232_31009_2,20232_31009,20232_35
20232_31009_30496_INTRO INVES,INTRODUCCION A LA INVESTIGACION_INTRO INVES(20232),20232_31009_30496_INTRO INVES,20232_31009,INTRODUCCION A LA INVESTIGACION_INTRO INVES(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 1,20232_31009_1,20232_31009,20232_35
20232_32080_99203_APRENDIZ,APRENDIZAJE Y DESARROLLO MOTOR_APRENDIZ(20232),20232_32080_99203_APRENDIZ,20232_32080,APRENDIZAJE Y DESARROLLO MOTOR_APRENDIZ(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 1,20232_32080_1,20232_32080,20232_36
